chrom	length	bases	mean	min	max
SCAF_1	5574741	641724752	115.11	0	1365
SCAF_1_region	5574741	641724752	115.11	0	1365
SCAF_2	4079479	453590637	111.19	0	1755
SCAF_2_region	4079479	453590637	111.19	0	1755
SCAF_3	3666439	408970833	111.54	0	1391
SCAF_3_region	3666439	408970833	111.54	0	1391
SCAF_4	2601389	260352918	100.08	0	1085
SCAF_4_region	2601389	260352918	100.08	0	1085
SCAF_5	2032088	237073251	116.66	0	1510
SCAF_5_region	2032088	237073251	116.66	0	1510
SCAF_6	1976889	197599290	99.95	0	1762
SCAF_6_region	1976889	197599290	99.95	0	1762
SCAF_7	1932263	201746107	104.41	0	1099
SCAF_7_region	1932263	201746107	104.41	0	1099
SCAF_8	1669080	184368013	110.46	0	1674
SCAF_8_region	1669080	184368013	110.46	0	1674
SCAF_9	1646134	160894482	97.74	0	1124
SCAF_9_region	1646134	160894482	97.74	0	1124
SCAF_10	1570817	171795213	109.37	0	2122
SCAF_10_region	1570817	171795213	109.37	0	2122
SCAF_11	1437752	155873756	108.41	0	1719
SCAF_11_region	1437752	155873756	108.41	0	1719
SCAF_12	978195	102912266	105.21	0	122987
SCAF_12_region	978195	102912266	105.21	0	122987
SCAF_13	598471	63735788	106.50	0	741
SCAF_13_region	598471	63735788	106.50	0	741
SCAF_14	247525	2737787	11.06	0	834
SCAF_14_region	247525	2737787	11.06	0	834
SCAF_15	224905	2175003	9.67	0	65
SCAF_15_region	224905	2175003	9.67	0	65
SCAF_16	181804	59255	0.33	0	145
SCAF_16_region	181804	59255	0.33	0	145
SCAF_17	176395	1536931	8.71	0	38
SCAF_17_region	176395	1536931	8.71	0	38
SCAF_18	160122	709451	4.43	0	84
SCAF_18_region	160122	709451	4.43	0	84
SCAF_19	139354	529665	3.80	0	47
SCAF_19_region	139354	529665	3.80	0	47
SCAF_20	131876	1375799	10.43	0	69
SCAF_20_region	131876	1375799	10.43	0	69
SCAF_21	130124	1188697	9.14	0	153
SCAF_21_region	130124	1188697	9.14	0	153
SCAF_22	121580	1327512	10.92	0	60
SCAF_22_region	121580	1327512	10.92	0	60
SCAF_23	117381	935504	7.97	0	44
SCAF_23_region	117381	935504	7.97	0	44
SCAF_24	115879	945717	8.16	0	44
SCAF_24_region	115879	945717	8.16	0	44
SCAF_25	115495	901255	7.80	0	104
SCAF_25_region	115495	901255	7.80	0	104
SCAF_26	113072	1057222	9.35	0	65
SCAF_26_region	113072	1057222	9.35	0	65
SCAF_27	110609	5221208	47.20	0	959
SCAF_27_region	110609	5221208	47.20	0	959
SCAF_28	109542	476519	4.35	0	51
SCAF_28_region	109542	476519	4.35	0	51
SCAF_29	108319	19553466	180.52	0	1372
SCAF_29_region	108319	19553466	180.52	0	1372
SCAF_30	107902	706517	6.55	0	458
SCAF_30_region	107902	706517	6.55	0	458
SCAF_31	106626	104647	0.98	0	190
SCAF_31_region	106626	104647	0.98	0	190
SCAF_32	102192	921049	9.01	0	305
SCAF_32_region	102192	921049	9.01	0	305
SCAF_33	98221	1132248	11.53	0	42
SCAF_33_region	98221	1132248	11.53	0	42
SCAF_34	97882	1153457	11.78	0	58
SCAF_34_region	97882	1153457	11.78	0	58
SCAF_35	95705	106448	1.11	0	75
SCAF_35_region	95705	106448	1.11	0	75
SCAF_36	94431	756563	8.01	0	42
SCAF_36_region	94431	756563	8.01	0	42
SCAF_37	92851	803051	8.65	0	74
SCAF_37_region	92851	803051	8.65	0	74
SCAF_38	89142	908460	10.19	0	155
SCAF_38_region	89142	908460	10.19	0	155
SCAF_39	88257	601043	6.81	0	38
SCAF_39_region	88257	601043	6.81	0	38
SCAF_40	85354	864223	10.13	0	105
SCAF_40_region	85354	864223	10.13	0	105
SCAF_41	82239	772467	9.39	0	43
SCAF_41_region	82239	772467	9.39	0	43
SCAF_42	77162	679929	8.81	0	40
SCAF_42_region	77162	679929	8.81	0	40
SCAF_43	76714	764944	9.97	0	77
SCAF_43_region	76714	764944	9.97	0	77
SCAF_44	76272	347845	4.56	0	348
SCAF_44_region	76272	347845	4.56	0	348
SCAF_45	73110	76974	1.05	0	41
SCAF_45_region	73110	76974	1.05	0	41
SCAF_46	72118	982256	13.62	0	50
SCAF_46_region	72118	982256	13.62	0	50
SCAF_47	70166	646524	9.21	0	29
SCAF_47_region	70166	646524	9.21	0	29
SCAF_48	69627	896079	12.87	0	42
SCAF_48_region	69627	896079	12.87	0	42
SCAF_49	69624	12599	0.18	0	76
SCAF_49_region	69624	12599	0.18	0	76
SCAF_50	68258	763883	11.19	0	39
SCAF_50_region	68258	763883	11.19	0	39
SCAF_51	66966	570944	8.53	0	162
SCAF_51_region	66966	570944	8.53	0	162
SCAF_52	66855	414510	6.20	0	29
SCAF_52_region	66855	414510	6.20	0	29
SCAF_53	65552	264938	4.04	0	100
SCAF_53_region	65552	264938	4.04	0	100
SCAF_54	65267	319228	4.89	0	58
SCAF_54_region	65267	319228	4.89	0	58
SCAF_55	65114	426775	6.55	0	38
SCAF_55_region	65114	426775	6.55	0	38
SCAF_56	62812	343531	5.47	0	83
